title,price,loc,link,desc,date
2 værelses lejlighed på 63 m²,10700,"København S, Nadine Gordimers Vej",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-koebenhavn-s/id-6048543,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:26Z
81 værelses lejlighed på 81 m²,12000,"København S, Nadine Gordimers Vej",https://www.boligportal.dk/lejebolig/dp/4-vaerelses-lejlighed-koebenhavn-s/id-6048542,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:26Z
2 værelses lejlighed på 65 m²,11500,"Frederiksberg, Roskildevej",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-frederiksberg/id-6048490,"Skøn lejlighed på lækre Frederiksberg.
Her finder du 1 stue, 1 soveværelse og badeværelse. 
Der er altan med dejlig udsigt.

Herudover er der elevator og god mulighed for parkering.
Der er også kælderrum tilknyttet lejligheden.",2020-10-15T18:44:31Z
3 værelses lejlighed på 70 m²,11900,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/3-vaerelses-lejlighed-koebenhavn-s/id-6048285,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
2 værelses lejlighed på 55 m²,10900,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-koebenhavn-s/id-6048284,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
3 værelses lejlighed på 70 m²,11900,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/3-vaerelses-lejlighed-koebenhavn-s/id-6048283,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
2 værelses lejlighed på 58 m²,10800,"København S, Emma Gads Vej",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-koebenhavn-s/id-6048281,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
2 værelses lejlighed på 60 m²,10900,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-koebenhavn-s/id-6048280,"Lyse og moderne boliger 
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.   
 
Grønne områder og aktiviteter 
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.   
 
Tæt på indkøb og centrum 
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.   
 
En del af et bæredygtigt kvarter 
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
2 værelses lejlighed på 59 m²,10900,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-koebenhavn-s/id-6048279,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
2 værelses lejlighed på 60 m²,10900,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-koebenhavn-s/id-6048278,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
2 værelses lejlighed på 59 m²,11000,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-koebenhavn-s/id-6048277,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
2 værelses lejlighed på 60 m²,11300,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-koebenhavn-s/id-6048276,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
2 værelses lejlighed på 66 m²,11100,"København S, Nadine Gordimers Vej",https://www.boligportal.dk/lejebolig/dp/2-vaerelses-lejlighed-koebenhavn-s/id-6048275,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
3 værelses lejlighed på 66 m²,11600,"København S, Nadine Gordimers Vej",https://www.boligportal.dk/lejebolig/dp/3-vaerelses-lejlighed-koebenhavn-s/id-6048273,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
3 værelses lejlighed på 70 m²,12000,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/3-vaerelses-lejlighed-koebenhavn-s/id-6048272,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
3 værelses lejlighed på 70 m²,12000,"København S, C. F. Møllers Allé",https://www.boligportal.dk/lejebolig/dp/3-vaerelses-lejlighed-koebenhavn-s/id-6048271,"Emmahus består af 154 splinternye lejeboliger på 2-5 værelser beliggende i den sydlige del af Bellakvarter i København. Bygningen er udformet som en klassisk københavnerkarré med fire fløje omkring et gårdrum og opført i en ikonisk rød murstensfarve.  
 
Lyse og moderne boliger
 
Emmahus er tegnet af Praksis Arkitekter, der har skabt et varieret udbud af boliger fra hyggelige 2-værelses til rummelige 5-værelses lejligheder, så der både er plads til singler, par og børnefamilier. Alle boliger er opført med store vinduespartier og er indrettet, så de primære opholdsrum har det bedste dagslys. Materialerne er lyse og køkkenet er hvidt og moderne fra Invita. Stort set alle boliger har altaner eller terrasser i gården eller på taget.  
 
Grønne områder og aktiviteter
 
Det store gårdrum i Emmahus bliver indrettet med et opholds- og legeområde samt træer, buske og planter. Du bliver nabo til den grønne park Sydhaven og i forlængelse af den Bellakvarters aktivitetstag med træningsfaciliteter, basketballbane, legeplads og meget mere. Rundt om hjørnet finder du desuden Byparken, hvor der er mulighed for at gå en tur eller benytte den offentlige fodboldbane og beachvolleybane, og så er du tæt på Amager Fælled.  
 
Tæt på indkøb og centrum
 
Emmahus er placeret tæt på alt det, du har brug for. Der er gode parkeringsmuligheder i p-huset ved siden af og længere nede af gaden ligger nærmeste indkøbsmulighed. Har du brug for en større indkøbstur er Field’s på den anden side af Byparken, hvor du også finder biograf og restauranter. Metrostationen Bella Center ligger desuden 500 meter fra ejendommen, hvorfra det kun tager 10 minutter at komme til Kongens Nytorv.  
 
En del af et bæredygtigt kvarter
 
Bellakvarter er bæredygtighedscertificeret indenfor DGNB og har som det første byområde i Danmark fået en Guld-midtvejscertificering.",2020-10-15T18:44:31Z
